meting	n	prev	prev_se	mov_prev	mov_prev_n	mov_prev_se	mov_prev_slope	mov_prev_slope_se
2003.0	2825	0.37946902654867254	0.009131403888921167	0.35105092966855295	4948.0	0.00677073820254801	-0.08251385552025631	0.00944462316984252
2005.0	2123	0.31323598681111636	0.010068549295172695	0.26853707414829664	4491.0	0.006584680023576171	-0.07451685474627473	0.00876036490946144
2007.0	2368	0.22846283783783783	0.008629528734938125	0.1940202194020219	4649.0	0.005778060430113226	-0.048425551624475593	0.0076991660415059275
2009.0	2281	0.1582639193336256	0.007643838568243181	0.14559466777754632	4801.0	0.005088337194078023	-0.03916684902096046	0.0067645128667256785
2011.0	2520	0.13412698412698412	0.006790020707275772	0.10642781875658586	4745.0	0.004457292779643205	-0.03174772645534818	0.005862562005225242
2013.0	2225	0.0750561797752809	0.005587062298888781	0.07468009230123768	4767.0	0.003808172047275591	-0.006226563570038285	0.005176542149837574
2015.0	2542	0.07435090479937058	0.005204319935184137	0.06845352873119939	5186.0	0.003506339157496582	0.0008286081636253162	0.005073996392697161
2017.0	2644	0.06278366111951589	0.004718398994520185	0.06928213689482471	4792.0	0.0036675639197851703		
2019.0	2148	0.07728119180633147	0.0057630922293851					
