meting	n	prev	prev_se
2003.0	995	0.2723618090452261	0.014120096200775433
2005.0	811	0.22564734895191121	0.014687301261608327
2007.0	756	0.1388888888888889	0.012586062165634529
2009.0	837	0.0908004778972521	0.009937348663400802
2011.0	900	0.06666666666666667	0.008319417375947631
2013.0	768	0.0234375	0.005462707944630682
2015.0	1023	0.02737047898338221	0.005103750957789901
2017.0	1052	0.029467680608365018	0.005216468871385652
2019.0	932	0.0407725321888412	0.006481414626568355
