"n","prev","prev_se","mov_prev","mov_prev_n","mov_prev_se","mov_prev_slope","mov_prev_slope_se","subgroup","meting","year"
1093,0.0942360475754803,0.00884106795137943,0.0738993710691824,1908,0.00596775500358745,-0.0238730414219997,0.00778853859088902,"10",2011,2011
815,0.0466257668711656,0.00738979679868461,0.0500263296471827,1899,0.00500472113098466,-0.00344107410670332,0.00671848398434478,"10",2013,2013
1084,0.0525830258302583,0.00678233347005126,0.0465852555404794,2211,0.00448227547669406,-0.000554255070775334,0.00638135203475474,"10",2015,2015
1127,0.0408163265306122,0.00589655904259168,0.0460310004697041,2129,0.00454212068779501,NA,NA,"10",2017,2017
1002,0.0518962075848303,0.0070109797735949,NA,NA,NA,NA,NA,"10",2019,2019
1650,0.539393939393939,0.0122746050598294,0.493055555555556,3024,0.00904750924342716,-0.0764714789120141,0.0127311708324116,"11",2003,2003
1374,0.437409024745269,0.0133876694748182,0.416584076643541,3027,0.00895685699641045,-0.0610493674502957,0.0122994888773785,"11",2005,2005
1653,0.399274047186933,0.0120494914250202,0.355534709193246,3198,0.00842924310899926,-0.0668343153731912,0.0115408855172702,"11",2007,2007
1545,0.30873786407767,0.0117568962058596,0.288700393820055,3301,0.00788288647210684,-0.076113823509907,0.0105554786375772,"11",2009,2009
1756,0.271070615034169,0.010610733067929,0.212586570310148,3321,0.00701984544959677,-0.0657729907985335,0.00930603180469251,"11",2011,2011
1565,0.146964856230032,0.00895306700165573,0.146813579511614,3358,0.00610933693732176,0.00908604675640518,0.00851183549481819,"11",2013,2013
1793,0.146681539319576,0.00835745982208035,0.155899626268019,3746,0.00592683268509604,0.00764381495855657,0.00860173687461719,"11",2015,2015
1953,0.164362519201229,0.00838823219065565,0.163543441226576,3522,0.00623398200053756,NA,NA,"11",2017,2017
1569,0.162523900573614,0.00931690784998829,NA,NA,NA,NA,NA,"11",2019,2019
655,0.299236641221374,0.0179062318851299,0.273405136702568,1207,0.0128140601308243,-0.0730551804471003,0.0174109542354182,"12",2003,2003
552,0.242753623188406,0.0182652517686719,0.200349956255468,1143,0.0117873317740464,-0.0656698215753334,0.0153830595364874,"12",2005,2005
591,0.160744500846024,0.0151213008528034,0.134680134680135,1188,0.00988419598913696,-0.0368987049348594,0.0130464251933407,"12",2007,2007
597,0.108877721943049,0.0127589528777303,0.0977814297452753,1217,0.00851539077046757,-0.0277353467959665,0.0115020501647346,"12",2009,2009
620,0.0870967741935484,0.0113336052350072,0.0700460829493088,1085,0.00773209402544405,-0.016934049754288,0.0100782514617163,"12",2011,2011
465,0.0473118279569892,0.00985601283441483,0.0531120331950208,1205,0.00646419944829045,-0.00645465157942186,0.00852809635788283,"12",2013,2013
740,0.0567567567567568,0.00851134936957406,0.0466573816155989,1436,0.0055626030760837,-0.0022994049619024,0.00799486325666946,"12",2015,2015
696,0.0359195402298851,0.00705877960996792,0.0443579766536965,1285,0.00574241112345568,NA,NA,"12",2017,2017
589,0.0543293718166384,0.00934756790867144,NA,NA,NA,NA,NA,"12",2019,2019
1463,0.715652768284347,0.0117978261906923,0.7170586039567,2679,0.00870560168257653,-0.0104651973632935,0.0123183042197354,"13",2003,2003
1216,0.71875,0.0128987330701435,0.706593406593407,2730,0.00871510861632102,-0.0339315360898095,0.0124484209679131,"13",2005,2005
1514,0.696829590488771,0.0118164557619158,0.672661870503597,2780,0.00888876067852582,-0.0292566823413758,0.0127631692872908,"13",2007,2007
1266,0.643759873617693,0.0134644341561095,0.643405188162221,2737,0.00915906238956455,-0.0451602434846173,0.0132165420811337,"13",2009,2009
1471,0.643099932019035,0.0124955069327972,0.598244944677604,2621,0.00952830313993218,-0.0922208482920619,0.0136978534827051,"13",2011,2011
1150,0.540869565217391,0.0147012512163826,0.506024096385542,2573,0.00984086527228244,-0.0471621898976842,0.0136662929259295,"13",2013,2013
1423,0.477863668306395,0.0132462871378709,0.458861906487858,2759,0.00948287577848067,-0.0147480093352867,0.0139612810652174,"13",2015,2015
1336,0.438622754491018,0.013581018747227,0.444113897152571,2353,0.0102465816715578,NA,NA,"13",2017,2017
1017,0.451327433628319,0.015611895489983,NA,NA,NA,NA,NA,"13",2019,2019
1039,0.301251203079885,0.0142405333367008,0.283867631851086,1934,0.0102488539475967,-0.0691877201513066,0.0140317188207522,"14",2003,2003
895,0.263687150837989,0.0147369263837619,0.214679911699779,1812,0.00958384713074469,-0.0748397290513774,0.0126540891603974,"14",2005,2005
917,0.166848418756816,0.0123189962265461,0.139840182648402,1752,0.00826291998350479,-0.0386871428161167,0.0107678034528201,"14",2007,2007
835,0.110179640718563,0.0108422350896039,0.101153039832285,1908,0.00690432795750325,-0.0264777151569604,0.00920954598031576,"14",2009,2009
1073,0.0941286113699907,0.00891860037980472,0.0746753246753247,1848,0.006094751235185,-0.023008658008658,0.00802435092856672,"14",2011,2011
775,0.047741935483871,0.00766402407103485,0.0516666666666667,1800,0.00521959914227142,-0.00404761904761905,0.0070040202838906,"14",2013,2013
1025,0.0546341463414634,0.00710202273639314,0.0476190476190476,2079,0.00467034098660369,-0.000965903602820437,0.00666102608927497,"14",2015,2015
1054,0.0407969639468691,0.00609614108005907,0.0466531440162272,1972,0.00474944034922552,NA,NA,"14",2017,2017
918,0.0533769063180828,0.0074230191200842,NA,NA,NA,NA,NA,"14",2019,2019
1903,0.388859695218077,0.0111779373882208,0.36101598173516,3504,0.00809991688684513,-0.083055945946314,0.0111722967343631,"15",2003,2003
1601,0.32792004996877,0.0117363881474788,0.277960035788846,3353,0.0076949048562579,-0.0780804451807783,0.010345479195253,"15",2005,2005
1752,0.232305936073059,0.0100920913259824,0.199879590608067,3322,0.00691501113755799,-0.0464358242610753,0.00925008595780951,"15",2007,2007
1570,0.163694267515924,0.00934088016490747,0.153443766346992,3441,0.00614383521868171,-0.0382349885353493,0.00827514828349055,"15",2009,2009
1871,0.14484233030465,0.00813860640741703,0.115208777811643,3281,0.00554358800051401,-0.0366331450865104,0.0072145299379423,"15",2011,2011
1410,0.075886524822695,0.00705487766841308,0.0785756327251324,3398,0.00461715001987404,-0.00481786874997715,0.00624462364268023,"15",2013,2013
1988,0.0804828973843058,0.0061028510919813,0.0737577639751553,3864,0.00420443220098721,-0.00376626496693765,0.00601075600990254,"15",2015,2015
1876,0.0666311300639659,0.00575923247526912,0.0699914990082176,3529,0.00429557186855038,NA,NA,"15",2017,2017
1653,0.073805202661827,0.00643264575658458,NA,NA,NA,NA,NA,"15",2019,2019
866,0.722863741339492,0.0152183245489275,0.72264631043257,1572,0.0112987395678305,-0.0122284175544064,0.0157743240030807,"16",2003,2003
706,0.722379603399433,0.0168660686684524,0.710417892878164,1699,0.0110076238095472,-0.0242008840805097,0.015729093939985,"16",2005,2005
993,0.701913393756294,0.0145230275096546,0.686217008797654,1705,0.0112355068528466,0.00169640070324817,0.0159762079435307,"16",2007,2007
712,0.664325842696629,0.0177098436406148,0.687913409500902,1663,0.0113579314144157,-0.0358965521860315,0.0162312157537729,"16",2009,2009
951,0.705573080967403,0.0147876089089399,0.652016857314871,1661,0.0115952472518251,-0.135350190648204,0.0169362959687713,"16",2011,2011
710,0.580281690140845,0.0185342609687804,0.516666666666667,1620,0.0123445681297834,-0.0602351313969572,0.0167676281432987,"16",2013,2013
910,0.467032967032967,0.016547866188685,0.45643153526971,1928,0.0113474662916916,0.000323693673196013,0.0164047490714419,"16",2015,2015
1018,0.446954813359528,0.015590198373458,0.456755228942906,1769,0.0118469743333855,NA,NA,"16",2017,2017
751,0.470039946737683,0.0182246132179723,NA,NA,NA,NA,NA,"16",2019,2019
835,0.384431137724551,0.0168447501970041,0.339727722772277,1616,0.0117326583554564,-0.0828587131876127,0.0160934917577724,"17",2003,2003
781,0.291933418693982,0.0162791473404738,0.256869009584665,1565,0.0110156799550289,-0.0783864225199879,0.014543939217804,"17",2005,2005
784,0.221938775510204,0.0148505520379022,0.178482587064677,1608,0.00949636578379071,-0.0493746058440193,0.0124983426787634,"17",2007,2007
824,0.137135922330097,0.0119907650337963,0.129107981220657,1704,0.00812573729677789,-0.0431704812206573,0.0104511547189058,"17",2009,2009
880,0.121590909090909,0.0110231197678691,0.0859375,1792,0.00657259677313761,-0.0304992740232313,0.00841834022521096,"17",2011,2011
912,0.0515350877192982,0.0073249211811948,0.0554382259767687,1894,0.00526017336265127,-0.00311548759046067,0.00720553290932041,"17",2013,2013
982,0.0590631364562118,0.00752668933616002,0.0523227383863081,2045,0.00492445740180109,0.00454201571205258,0.0071890762078106,"17",2015,2015
1063,0.0460959548447789,0.00643459911084266,0.0568647540983607,1952,0.00523760785278499,NA,NA,"17",2017,2017
889,0.0697412823397075,0.00854752452687463,NA,NA,NA,NA,NA,"17",2019,2019
636,0.404088050314465,0.0194734180988543,0.360834088848595,1103,0.0143929772332758,-0.0213845475641911,0.0198425177474961,"18",2003,2003
467,0.301927194860814,0.0212671119621572,0.339449541284404,1199,0.0136589793514047,-0.022729284049677,0.0189287530433205,"18",2005,2005
732,0.363387978142077,0.0177895108692844,0.316720257234727,1244,0.0131045783927952,-0.00230977688538175,0.0180842358580671,"18",2007,2007
512,0.25,0.0191553541589549,0.314410480349345,1374,0.0124623277006057,-0.0212508712288237,0.0169563774626989,"18",2009,2009
862,0.352668213457077,0.0162833984371231,0.293159609120521,1535,0.0114982226861475,-0.122133452178871,0.015042023567655,"18",2011,2011
673,0.216939078751857,0.0158994475636918,0.17102615694165,1491,0.00969811054121627,-0.029794563902828,0.0132398116866288,"18",2013,2013
818,0.133251833740831,0.0118897311538185,0.141231593038822,1494,0.0090132827220577,0.0088059163385224,0.013306053515372,"18",2015,2015
676,0.150887573964497,0.0137770885484026,0.150037509377344,1333,0.00978834994910782,NA,NA,"18",2017,2017
657,0.149162861491629,0.0139091840077362,NA,NA,NA,NA,NA,"18",2019,2019
1623,0.361059765865681,0.0119259845240241,0.333557498318763,2974,0.00863082379006624,-0.0816222414573973,0.0118363366858644,"19",2003,2003
1351,0.300518134715026,0.0124783363510801,0.251935256861365,2842,0.00809986091522349,-0.073064963974336,0.0107952069817021,"19",2005,2005
1491,0.207914151576123,0.0105132022194181,0.178870292887029,2868,0.00713643797225365,-0.0414039856094013,0.0095328959705452,"19",2007,2007
1377,0.147421931735657,0.00955738124051707,0.137466307277628,2968,0.00632039228635479,-0.0401148398474205,0.00842317552250252,"19",2009,2009
1591,0.128849780012571,0.00840213787571757,0.0973514674302076,2794,0.00556799131011108,-0.0374404780430114,0.0070917543320614,"19",2011,2011
1203,0.055694098088113,0.00661467797130848,0.0599109893871962,2921,0.00439208973916052,7.16243479530754e-05,0.00596960617965884,"19",2013,2013
1718,0.0628637951105937,0.00585755680127734,0.0599826137351492,3451,0.00404298722028428,0.00181862850087561,0.00586138830644666,"19",2015,2015
1733,0.0571263704558569,0.00557662083307926,0.0618012422360248,3220,0.0042438340230937,NA,NA,"19",2017,2017
1487,0.0672494956287828,0.00649707465834083,NA,NA,NA,NA,NA,"19",2019,2019
2239,0.41134435015632,0.0104016775248518,0.378105781057811,4065,0.0075855389693156,-0.0866979135629866,0.0105127452622578,"20",2003,2003
1826,0.337349397590361,0.0110675332053933,0.291407867494824,3864,0.0072785583389926,-0.0760639521509086,0.00986533977597113,"20",2005,2005
2038,0.250245338567223,0.00959725581310456,0.215343915343915,3780,0.00665939317064547,-0.0476199874068435,0.00893179166648348,"20",2007,2007
1742,0.17451205510907,0.00909638217720502,0.167723927937072,3941,0.00595225881260419,-0.0344765052566594,0.00805759150059552,"20",2009,2009
2199,0.162346521145975,0.00786574472281446,0.133247422680412,3880,0.00543096637977487,-0.038879081736729,0.00715446629497091,"20",2011,2011
1681,0.0951814396192742,0.00715982230639094,0.0943683409436834,3942,0.00465735892407164,-0.00966457883510038,0.00625660236375083,"20",2013,2013
2261,0.0937638213180009,0.00613174559483311,0.084703762108583,4439,0.00417780815625403,-0.00616717674272935,0.00592542767689543,"20",2015,2015
2178,0.0752984389348026,0.00565541614332225,0.0785365853658537,4100,0.00420197717314786,NA,NA,"20",2017,2017
1922,0.0822060353798127,0.0062670154896738,NA,NA,NA,NA,NA,"20",2019,2019
4500,0.554888888888889,0.00740933507472226,0.532030670294336,8086,0.00554231624823802,-0.0580407713044369,0.00788133271844853,"50",2003,2003
3586,0.503346346904629,0.00835056186089167,0.473989898989899,7920,0.00560340396753653,-0.0554290550868474,0.00786273773398384,"50",2005,2005
4334,0.449700046146747,0.00755730343016311,0.418560843903052,7963,0.0055158416084954,-0.052112742950435,0.00768971143228049,"50",2007,2007
3629,0.381372278864701,0.00806409453482228,0.366448100952617,8083,0.00535790567868977,-0.0485363325289028,0.00747722447141562,"50",2009,2009
4454,0.354288280197575,0.00716756070792104,0.317911768423714,7911,0.00521552802065145,-0.0670896080391957,0.00713692204594967,"50",2011,2011
3457,0.271044258027191,0.00756107976061089,0.250822160384518,7906,0.00487174750533748,-0.0259768704464021,0.00661056486586074,"50",2013,2013
4449,0.235109013261407,0.00635846114520166,0.224845289938116,8726,0.00446829319651145,-0.00640790865408405,0.00644880240815097,"50",2015,2015
4277,0.214168809913491,0.00627370212454001,0.218437381284032,7897,0.00464988262318343,NA,NA,"50",2017,2017
3620,0.223480662983425,0.00692471368687415,NA,NA,NA,NA,NA,"50",2019,2019
