meting	n	prev	prev_se
2003.0	2339	0.34031637451902524	0.009799118772752987
2005.0	1824	0.28728070175438597	0.010597883749302855
2007.0	2023	0.1977261492832427	0.008857329420169511
2009.0	1892	0.13266384778012685	0.007800532574541458
2011.0	2153	0.11565257779842081	0.006893947666398773
2013.0	1693	0.05197873597164796	0.005396618489573641
2015.0	2276	0.056678383128295255	0.00484783599685683
2017.0	2214	0.052393857271906055	0.004736564035004084
2019.0	1874	0.059231590181430094	0.005454427459784076
