"n","prev","prev_se","mov_prev","mov_prev_n","mov_prev_se","mov_prev_slope","mov_prev_slope_se","subgroup","meting","year"
605,0.107438016528926,0.0126002660235015,0.0917431192660551,1308,0.00797755723960948,-0.0312780029869853,0.0103659219585203,"8",2009,2009
703,0.0782361308677098,0.010135495066777,0.0604651162790698,1290,0.00661898168443507,-0.0179721984320443,0.00852415210335104,"8",2011,2011
587,0.0391822827938671,0.00801524054993092,0.0424929178470255,1412,0.00537124292340023,-0.0040995333225128,0.00711756793513316,"8",2013,2013
825,0.0448484848484848,0.0072101851382112,0.0383933845245127,1693,0.00467006667715342,0.00212226925080958,0.00675686766460724,"8",2015,2015
868,0.032258064516129,0.00600052686938971,0.0405156537753223,1629,0.00488320979151583,NA,NA,"8",2017,2017
761,0.049934296977661,0.00790077136165961,NA,NA,NA,NA,NA,"8",2019,2019
1388,0.715417867435158,0.0121156153117923,0.717697729052467,2554,0.00891006612129166,-0.00989303854881418,0.012606154464816,"9",2003,2003
1166,0.72041166380789,0.0131488245352482,0.707804690503652,2601,0.00891772684628831,-0.0374957229075711,0.0127486396271969,"9",2005,2005
1435,0.697560975609756,0.0121292913128438,0.670308967596081,2654,0.00911054116060745,-0.0327709736751087,0.0130715788356875,"9",2007,2007
1219,0.638228055783429,0.0137683451167214,0.637537993920973,2632,0.00937359125514186,-0.0465375921531945,0.0135625617385017,"9",2009,2009
1413,0.636942675159236,0.0127973611756352,0.591000401767778,2489,0.00980198285512675,-0.0938786912414624,0.0140921471105198,"9",2011,2011
1076,0.530669144981413,0.0152211420757249,0.497121710526316,2432,0.0101247094917501,-0.0436465870929698,0.0140210882541402,"9",2013,2013
1356,0.470501474926254,0.0135594859163693,0.453475123433346,2633,0.00969954501706412,-0.0122986528451107,0.014283758533794,"9",2015,2015
1277,0.435395458104933,0.013879978509423,0.441176470588235,2244,0.0104854463097037,NA,NA,"9",2017,2017
967,0.448810754912099,0.0160027062018893,NA,NA,NA,NA,NA,"9",2019,2019
708,0.288135593220339,0.0170328525701351,0.271070615034169,1317,0.0122475050280294,-0.0676950876080082,0.0168791329378418,"10",2003,2003
609,0.251231527093596,0.0175897251934553,0.20337552742616,1185,0.0116148073303748,-0.0732385411247905,0.015217146359443,"10",2005,2005
576,0.152777777777778,0.0150035780309412,0.13013698630137,1168,0.00983146957494055,-0.0373696907038856,0.0127579929941802,"10",2007,2007
592,0.108108108108108,0.0127729584988968,0.0927672955974843,1272,0.00813071898644694,-0.0313637868255545,0.0105750985213896,"10",2009,2009
680,0.0794117647058823,0.0103762456946635,0.0614035087719298,1254,0.00676196106913728,-0.0166492901365667,0.0087819944981124,"10",2011,2011
574,0.0400696864111498,0.00819314260603102,0.0447542186353632,1363,0.00560350871011622,-0.00586532974647427,0.00737898852186598,"10",2013,2013
789,0.0481622306717364,0.00762731451170599,0.0388888888888889,1620,0.00480105839804949,0.000931278098908153,0.00689703127395935,"10",2015,2015
831,0.0300842358604091,0.00592921850364626,0.039820166987797,1557,0.00495165413296323,NA,NA,"10",2017,2017
726,0.0509641873278237,0.00816779537534884,NA,NA,NA,NA,NA,"10",2019,2019
1602,0.362671660424469,0.0120155252252812,0.33480625424881,2942,0.00868539521196874,-0.0822271009225919,0.0119107905257978,"11",2003,2003
1340,0.301492537313433,0.0125410390473303,0.252579153326218,2811,0.0081505116993564,-0.0732370946067278,0.0108725972742102,"11",2005,2005
1471,0.208021753908906,0.0105864983903921,0.179342058719491,2827,0.00719600795759826,-0.0413167768609324,0.00961389066813006,"11",2007,2007
1356,0.148230088495575,0.00965294171020635,0.138025281858558,2927,0.00637529318956711,-0.0393049893539879,0.00852874902884354,"11",2009,2009
1571,0.129217059197963,0.00846574253650503,0.0987202925045704,2735,0.00566526228378342,-0.0371927111750089,0.00724731406137287,"11",2011,2011
1164,0.0575601374570447,0.00682964102929055,0.0615275813295615,2828,0.00451977481298726,-0.000548308274590063,0.00613481763934849,"11",2013,2013
1664,0.0643028846153846,0.00601501546895075,0.0609792730549715,3329,0.00414820721612932,0.00176455009197263,0.00602729110280604,"11",2015,2015
1665,0.0576576576576577,0.0057142099028962,0.0627438231469441,3076,0.00437271253686056,NA,NA,"11",2017,2017
1411,0.0687455705173636,0.00673824782302811,NA,NA,NA,NA,NA,"11",2019,2019
611,0.402618657937807,0.0198567358277915,0.358278765201123,1069,0.0145950707608241,-0.0240863253385796,0.0200951106743988,"12",2003,2003
458,0.299126637554585,0.0214185083391575,0.334192439862543,1164,0.0138129425721992,-0.0234486382096504,0.0191212100985096,"12",2005,2005
706,0.356940509915014,0.0180438387471402,0.310743801652893,1210,0.0132220759765051,-0.00167990863654777,0.0182190724709887,"12",2007,2007
504,0.246031746031746,0.0192038414592467,0.309063893016345,1346,0.0125344049948399,-0.0211547413797382,0.0170663991760031,"12",2009,2009
842,0.346793349168646,0.0164120443193659,0.287909151636607,1497,0.0115823431247745,-0.120668958931858,0.015132473146987,"12",2011,2011
655,0.212213740458015,0.0159882922005626,0.167240192704749,1453,0.00973863806105719,-0.0298092534782294,0.0132958333253033,"12",2013,2013
798,0.130325814536341,0.0119251637932287,0.137430939226519,1448,0.00905196732925907,0.010401878110942,0.0134012494495123,"12",2015,2015
650,0.146153846153846,0.0138666830545081,0.147832817337461,1292,0.0098820733795131,NA,NA,"12",2017,2017
642,0.149532710280374,0.0140853581735666,NA,NA,NA,NA,NA,"12",2019,2019
1860,0.381720430107527,0.0112674452234955,0.349196906603212,3362,0.00820038860241643,-0.0866305625507615,0.0112757641822869,"13",2003,2003
1502,0.308921438082557,0.0119260709374478,0.262566344052451,3203,0.00773928192172263,-0.0696332608754652,0.0104078635255353,"13",2005,2005
1701,0.221634332745444,0.0100736276336933,0.192933083176986,3198,0.00695896102175218,-0.0426631371661877,0.00931260142389794,"13",2007,2007
1497,0.160320641282565,0.0094860555293665,0.150269946010798,3334,0.00618848986248824,-0.037777714811295,0.00830533878736398,"13",2009,2009
1837,0.142079477408819,0.0081480346183385,0.112492231199503,3218,0.00553906540806054,-0.0392242974165476,0.00717700363846643,"13",2011,2011
1381,0.0731354091238233,0.00700861897207538,0.0732679337829552,3262,0.00456378523068161,-0.00386730286812872,0.00614906449626979,"13",2013,2013
1881,0.0733652312599681,0.00601340586143406,0.0694006309148265,3804,0.00412102639490432,0.00106539940521841,0.00594759606441879,"13",2015,2015
1923,0.0655226209048362,0.00564421222688529,0.0704660303200449,3562,0.0042884776317467,NA,NA,"13",2017,2017
1639,0.0762660158633313,0.00655816051071404,NA,NA,NA,NA,NA,"13",2019,2019
1760,0.563636363636364,0.0118247198030796,0.523998777132375,3271,0.008702873678468,-0.0693441224777207,0.0122518705927644,"14",2003,2003
1511,0.477829252150893,0.0128544696259361,0.454654654654655,3330,0.00862370701951743,-0.0607847033513033,0.0119271039363961,"14",2005,2005
1819,0.435404068169324,0.0116283521159407,0.393869951303351,3491,0.00823938623631154,-0.0634181944712265,0.0113815714735868,"14",2007,2007
1672,0.348684210526316,0.0116579910939695,0.330451756832125,3586,0.00785192229057606,-0.0760953768433672,0.0106678030952067,"14",2009,2009
1914,0.314524555903866,0.0106161181846116,0.254356379988758,3558,0.00722144993895656,-0.0765659795343414,0.00967880675150916,"14",2011,2011
1644,0.184306569343066,0.00956566369868719,0.177790400454416,3521,0.00644437436158109,0.0060854896778319,0.00892648951698771,"14",2013,2013
1877,0.172083111347896,0.00871457232810612,0.183875890132248,3932,0.00617675110269856,0.00680784726900482,0.00895590348825163,"14",2015,2015
2055,0.194647201946472,0.00873608696962422,0.190683737401253,3671,0.00648505613747405,NA,NA,"14",2017,2017
1616,0.185643564356436,0.00967522229949088,NA,NA,NA,NA,NA,"14",2019,2019
3014,0.478765759787658,0.0091007764016436,0.441527001862197,5370,0.00675313366287312,-0.0887228101292263,0.00946872981697007,"15",2003,2003
2356,0.393887945670628,0.0100685597113352,0.352804191732971,5153,0.00663717033668324,-0.0692308168789423,0.00912847221801293,"15",2005,2005
2797,0.318198069360029,0.0088086488990993,0.283573374854029,5138,0.00626713450923833,-0.0580406575242155,0.00849620850830427,"15",2007,2007
2341,0.242204186245194,0.00885643612629747,0.225532717329813,5303,0.00573660039219187,-0.0451233046648047,0.00780716514540349,"15",2009,2009
2962,0.212356515867657,0.00751585571608139,0.180409412665009,5227,0.00529558717687729,-0.050606315742814,0.00704509897144235,"15",2011,2011
2265,0.138631346578366,0.0072625149788572,0.129803096922195,5231,0.00464652299784591,-0.0111880814953862,0.00628592465997682,"15",2013,2013
2966,0.123061362103844,0.00603299704760312,0.118615015426808,5834,0.00423351778800962,0.00650100462145595,0.00618254568897926,"15",2015,2015
2868,0.114016736401674,0.00593585406858512,0.125116020048264,5387,0.00450568511271285,NA,NA,"15",2017,2017
2519,0.137753076617705,0.0068681317486825,NA,NA,NA,NA,NA,"15",2019,2019
707,0.291371994342291,0.0171013623388903,0.271548436308162,1311,0.012278556775983,-0.0676401950167428,0.016945307060573,"16",2003,2003
604,0.248344370860927,0.0175945417966065,0.203908241291419,1177,0.0116782051221953,-0.0717194000897021,0.0153134865576685,"16",2005,2005
573,0.157068062827225,0.0152139569747746,0.132188841201717,1165,0.00990567492278168,-0.0405027495156251,0.012757506643395,"16",2007,2007
592,0.108108108108108,0.0127729584988968,0.0916860916860917,1287,0.008039376846525,-0.0309832162867307,0.0104859582853312,"16",2009,2009
695,0.0776978417266187,0.0101615826728593,0.060702875399361,1252,0.00673229092369477,-0.0175801988194354,0.00872014143989061,"16",2011,2011
557,0.0394973070017953,0.00826029657669108,0.0431226765799256,1345,0.00554230328026484,-0.00473145171703716,0.00729463063557926,"16",2013,2013
788,0.0456852791878173,0.00744297545853992,0.0383912248628885,1641,0.00474283780653493,0.00183504792152384,0.00683656710815973,"16",2015,2015
853,0.0316529894490035,0.0059979532608369,0.0402262727844123,1591,0.00492383380764161,NA,NA,"16",2017,2017
738,0.0501355013550136,0.0080384028111477,NA,NA,NA,NA,NA,"16",2019,2019
588,0.268707482993197,0.0182964315218523,0.243220338983051,1180,0.0124781328387221,-0.00666119919810462,0.0178176724771021,"17",2003,2003
592,0.217905405405405,0.016981259686558,0.236559139784946,1116,0.0127187127241906,-0.00932999309271229,0.0181534873780419,"17",2005,2005
524,0.25763358778626,0.0191231553669025,0.227229146692234,1043,0.0129531251296449,-0.0170380638896862,0.0178595126330604,"17",2007,2007
519,0.196531791907514,0.0174596637553554,0.210191082802548,1099,0.0122954764391708,-0.0216513415825847,0.0170765365323622,"17",2009,2009
580,0.222413793103448,0.0172828694994804,0.188539741219963,1082,0.0118502894089087,-0.0659647853116738,0.0153276453706202,"17",2011,2011
502,0.149402390438247,0.0159265602593836,0.122574955908289,1134,0.00972148926515889,-0.0194123053058796,0.0128171235465223,"17",2013,2013
632,0.10126582278481,0.0120097065814278,0.10316265060241,1328,0.00835292179265529,-0.000730815672417007,0.01173109709448,"17",2015,2015
696,0.104885057471264,0.0116226139155938,0.102431834929993,1357,0.00823694946967027,NA,NA,"17",2017,2017
661,0.0998487140695915,0.0116696283060072,NA,NA,NA,NA,NA,"17",2019,2019
2642,0.546555639666919,0.0096871269622492,0.535138620245003,4653,0.00731092321252286,-0.0502832857061244,0.0104737103633583,"18",2003,2003
2011,0.520139234211835,0.0111434430946035,0.484855334538879,4424,0.0074999340367841,-0.0521652624626175,0.0106392736496527,"18",2005,2005
2413,0.455449647741401,0.0101402941960332,0.432690072076261,4301,0.00754619992023013,-0.0443249306644425,0.0105616403887207,"18",2007,2007
1888,0.403601694915254,0.0112942849572561,0.388365141411819,4349,0.00738939202266164,-0.0254502784969559,0.010496151306171,"18",2009,2009
2461,0.376676147907355,0.00976952344880135,0.362914862914863,4158,0.0074542657436839,-0.0582311352470696,0.0103195258887882,"18",2011,2011
1697,0.342958161461402,0.0115266779604746,0.304683727667793,4142,0.00713628312161949,-0.0482338930481682,0.00963695297624576,"18",2013,2013
2445,0.278118609406953,0.0090635293818786,0.256449834619625,4535,0.00647644392197299,-0.0130154911852817,0.00940390982601657,"18",2015,2015
2090,0.2311004784689,0.00922286809992838,0.243434343434343,3960,0.00681829847846148,NA,NA,"18",2017,2017
1870,0.257219251336898,0.0101106110547679,NA,NA,NA,NA,NA,"18",2019,2019
676,0.304733727810651,0.0177167459157954,0.283728536385936,1223,0.0128838957499809,-0.0711008669337542,0.0178822396784046,"19",2003,2003
547,0.257769652650823,0.0187192707322053,0.212627669452182,1077,0.0124007953865682,-0.072627669452182,0.0163708747911741,"19",2005,2005
530,0.166037735849057,0.0161788915972056,0.14,1050,0.010687647786523,-0.0450470487596236,0.0136978811562629,"19",2007,2007
520,0.113461538461538,0.013921609445047,0.0949529512403764,1169,0.00856773791396143,-0.0311231640063338,0.0111385347030756,"19",2009,2009
649,0.0801232665639445,0.0106648963171402,0.0638297872340426,1175,0.00711764162973156,-0.0152467912826256,0.00938796429409999,"19",2011,2011
526,0.0437262357414449,0.0089244716582929,0.048582995951417,1235,0.00612152360266695,-0.00566746461626715,0.00808926069140147,"19",2013,2013
709,0.0521861777150917,0.00835839006159224,0.0429155313351499,1468,0.00528801355098911,-0.00139799375462015,0.00751297590484751,"19",2015,2015
759,0.0342555994729908,0.0066063607090133,0.0415175375805297,1397,0.00533682673799466,NA,NA,"19",2017,2017
638,0.0501567398119122,0.00864810405291988,NA,NA,NA,NA,NA,"19",2019,2019
569,0.783831282952548,0.0172716389495224,0.76271186440678,1062,0.0130481435983535,-0.0184810951760104,0.018804439318241,"20",2003,2003
493,0.738336713995943,0.0198160037750562,0.744230769230769,1040,0.0135407860447669,-0.00700449185850649,0.0196360031886066,"20",2005,2005
547,0.749542961608775,0.0185425118082825,0.737226277372263,959,0.0142203985356534,-0.0264248836440398,0.0210098936007101,"20",2007,2007
412,0.720873786407767,0.0221263112786068,0.710801393728223,861,0.0154659592201824,-0.0547167376435669,0.0231181675307281,"20",2009,2009
449,0.701559020044543,0.0216183392631594,0.656084656084656,756,0.0171829501360641,-0.104096888500558,0.0259350290841781,"20",2011,2011
307,0.58957654723127,0.0281206575259757,0.551987767584098,654,0.0194260638889791,-0.0479877675840978,0.0257596403780803,"20",2013,2013
347,0.518731988472622,0.0268612960817298,0.504,875,0.0169170657677189,-0.0290266240681576,0.0234907264720019,"20",2015,2015
528,0.494318181818182,0.0217789357759623,0.474973375931842,939,0.0162980709285818,NA,NA,"20",2017,2017
411,0.450121654501217,0.0245700665916439,NA,NA,NA,NA,NA,"20",2019,2019
4402,0.553384825079509,0.00749384448527985,0.530540131246845,7924,0.00559978748335875,-0.0586546527841161,0.00796292172958754,"50",2003,2003
3522,0.50198750709824,0.00842623487681437,0.471885478462729,7754,0.00566131633215774,-0.0565877371896283,0.00794167253460735,"50",2005,2005
4232,0.446833648393195,0.00764327172798588,0.415297741273101,7792,0.00556952960618585,-0.0531049246379399,0.00775336613280039,"50",2007,2007
3560,0.377808988764045,0.00812707028152294,0.362192816635161,7935,0.0053939805668055,-0.0493364143541861,0.00753230697843487,"50",2009,2009
4375,0.349485714285714,0.00720947672126091,0.312856402280975,7716,0.0052574349318183,-0.0664776994230861,0.00720018281359149,"50",2011,2011
3341,0.264890751272074,0.00763547584411378,0.246378702857888,7663,0.0049195538910388,-0.0236315669183586,0.00668160582288867,"50",2013,2013
4322,0.232068486811661,0.00642210197011527,0.22274713593953,8467,0.0045212659605054,-0.00468921430409552,0.00654125208946646,"50",2015,2015
4145,0.213027744270205,0.00636045115613609,0.218057921635434,7631,0.00472716966189331,NA,NA,"50",2017,2017
3486,0.22403901319564,0.00706285642082744,NA,NA,NA,NA,NA,"50",2019,2019
