"n","prev","prev_se","mov_prev","mov_prev_n","mov_prev_se","mov_prev_slope","mov_prev_slope_se","subgroup","meting","year"
227,0.656387665198238,0.0315907807049459,0.592445328031809,503,0.021799609348973,-0.0774640546235694,0.0307161515206739,"9",2013,2013
276,0.539855072463768,0.0300551960837455,0.51498127340824,534,0.0216392928829286,-0.00468379057071111,0.0322666065052024,"9",2015,2015
258,0.488372093023256,0.0311807078798491,0.510297482837529,437,0.0239348051775736,NA,NA,"9",2017,2017
179,0.541899441340782,0.037344767605407,NA,NA,NA,NA,NA,"9",2019,2019
588,0.268707482993197,0.0182964315218523,0.243220338983051,1180,0.0124781328387221,-0.00666119919810462,0.0178176724771021,"10",2003,2003
592,0.217905405405405,0.016981259686558,0.236559139784946,1116,0.0127187127241906,-0.00932999309271229,0.0181534873780419,"10",2005,2005
524,0.25763358778626,0.0191231553669025,0.227229146692234,1043,0.0129531251296449,-0.0170380638896862,0.0178595126330604,"10",2007,2007
519,0.196531791907514,0.0174596637553554,0.210191082802548,1099,0.0122954764391708,-0.0216513415825847,0.0170765365323622,"10",2009,2009
580,0.222413793103448,0.0172828694994804,0.188539741219963,1082,0.0118502894089087,-0.0659647853116738,0.0153276453706202,"10",2011,2011
502,0.149402390438247,0.0159265602593836,0.122574955908289,1134,0.00972148926515889,-0.0194123053058796,0.0128171235465223,"10",2013,2013
632,0.10126582278481,0.0120097065814278,0.10316265060241,1328,0.00835292179265529,-0.000730815672417007,0.01173109709448,"10",2015,2015
696,0.104885057471264,0.0116226139155938,0.102431834929993,1357,0.00823694946967027,NA,NA,"10",2017,2017
661,0.0998487140695915,0.0116696283060072,NA,NA,NA,NA,NA,"10",2019,2019
350,0.251428571428571,0.0232226204377144,0.219158200290276,689,0.0157330282555835,-0.0164756369519747,0.0221055147354767,"11",2003,2003
339,0.185840707964602,0.0211576177915862,0.202682563338301,671,0.0155282195898109,-0.000804629066000595,0.0222151752169182,"11",2005,2005
332,0.219879518072289,0.022764558477433,0.2018779342723,639,0.0158867368042965,-0.0249427052043699,0.0219803375425723,"11",2007,2007
307,0.182410423452769,0.0220765794976379,0.176935229067931,633,0.0151903532610807,-0.033840387137814,0.0208281907604647,"11",2009,2009
326,0.171779141104294,0.0209226463825327,0.143094841930116,601,0.014250147303024,-0.0478567466920213,0.0183201445884685,"11",2011,2011
275,0.109090909090909,0.0188337019945578,0.0952380952380952,651,0.0115135137809667,-0.00718778077268643,0.015290801965965,"11",2013,2013
376,0.0851063829787234,0.0144095603962557,0.0880503144654088,795,0.0100621878921957,-0.00278843870414205,0.0140156517382812,"11",2015,2015
419,0.0906921241050119,0.014045982477448,0.0852618757612667,821,0.00975658077765639,NA,NA,"11",2017,2017
402,0.0796019900497512,0.0135169159032612,NA,NA,NA,NA,NA,"11",2019,2019
2477,0.469115865966895,0.0100291612425068,0.430018416206261,4344,0.00748211563521068,-0.0940008466601414,0.0104923650102711,"12",2003,2003
1867,0.378146759507231,0.0112258264228232,0.33601756954612,4098,0.00735579153661227,-0.0662614719851444,0.0100943900721843,"12",2005,2005
2231,0.300761990138951,0.00971117001505274,0.269756097560976,4100,0.00691296186878796,-0.0514377064778644,0.00944025346874963,"12",2007,2007
1869,0.232744783306581,0.00977735686439999,0.218318391083111,4127,0.00642879022483414,-0.049141684255802,0.00872765886748002,"12",2009,2009
2258,0.20637732506643,0.00851867881107424,0.169176706827309,3984,0.00590276931212627,-0.054234178091677,0.00776334721710343,"12",2011,2011
1726,0.120509849362688,0.00783848645436281,0.114942528735632,4002,0.00504250676361747,-0.00592831914415794,0.00685573430033273,"12",2013,2013
2276,0.110720562390158,0.00657873762746788,0.109014209591474,4504,0.00464480552183089,0.00531320466296506,0.0067972488068911,"12",2015,2015
2228,0.107271095152603,0.00655754148904114,0.114327414254439,4111,0.00496269815797331,NA,NA,"12",2017,2017
1883,0.122676579925651,0.00756224741064357,NA,NA,NA,NA,NA,"12",2019,2019
1760,0.563636363636364,0.0118247198030796,0.523998777132375,3271,0.008702873678468,-0.0693441224777207,0.0122518705927644,"13",2003,2003
1511,0.477829252150893,0.0128544696259361,0.454654654654655,3330,0.00862370701951743,-0.0607847033513033,0.0119271039363961,"13",2005,2005
1819,0.435404068169324,0.0116283521159407,0.393869951303351,3491,0.00823938623631154,-0.0634181944712265,0.0113815714735868,"13",2007,2007
1672,0.348684210526316,0.0116579910939695,0.330451756832125,3586,0.00785192229057606,-0.0760953768433672,0.0106678030952067,"13",2009,2009
1914,0.314524555903866,0.0106161181846116,0.254356379988758,3558,0.00722144993895656,-0.0765659795343414,0.00967880675150916,"13",2011,2011
1644,0.184306569343066,0.00956566369868719,0.177790400454416,3521,0.00644437436158109,0.0060854896778319,0.00892648951698771,"13",2013,2013
1877,0.172083111347896,0.00871457232810612,0.183875890132248,3932,0.00617675110269856,0.00680784726900482,0.00895590348825163,"13",2015,2015
2055,0.194647201946472,0.00873608696962422,0.190683737401253,3671,0.00648505613747405,NA,NA,"13",2017,2017
1616,0.185643564356436,0.00967522229949088,NA,NA,NA,NA,NA,"13",2019,2019
270,0.859259259259259,0.0212029303435688,0.855311355311355,546,0.0150817918159969,-0.0170531904591003,0.020946751332832,"14",2003,2003
276,0.851449275362319,0.0214462038893346,0.838258164852255,643,0.0145363663622801,-0.0116956648522551,0.0208805584796537,"14",2005,2005
367,0.828337874659401,0.0197106279107055,0.8265625,640,0.0149897223257741,0.00408266129032253,0.021266602579052,"14",2007,2007
273,0.824175824175824,0.0230815398466156,0.830645161290323,620,0.0150856425070838,-0.0201544675508978,0.0220642283871854,"14",2009,2009
347,0.835734870317003,0.019919062880813,0.810490693739425,591,0.0161013528770207,-0.130861064109795,0.0254975265198964,"14",2011,2011
244,0.774590163934426,0.0268052143037549,0.67962962962963,540,0.0197704399081678,-0.0904404404404404,0.028779516053074,"14",2013,2013
296,0.601351351351351,0.0285067879861203,0.589189189189189,555,0.0209138769740732,0.00462979535827213,0.0311636854540701,"14",2015,2015
259,0.575289575289575,0.0307737102043157,0.593818984547461,453,0.0231037884554364,NA,NA,"14",2017,2017
194,0.618556701030928,0.0349644014848695,NA,NA,NA,NA,NA,"14",2019,2019
245,0.293877551020408,0.0291627384102497,0.252427184466019,515,0.0191002452956945,-0.0101194921583271,0.0267895042430486,"15",2003,2003
270,0.214814814814815,0.0250404438770006,0.242307692307692,520,0.0187845193505882,-0.00470438652256835,0.0269454271023576,"15",2005,2005
250,0.272,0.02820008829631,0.237603305785124,484,0.0193183300131208,-0.028131538936308,0.0259965934072492,"15",2007,2007
234,0.200854700854701,0.0262467729468904,0.209471766848816,549,0.0173961200928824,-0.0276535850306342,0.0239002880713002,"15",2009,2009
315,0.215873015873016,0.0232181469283472,0.181818181818182,550,0.0163889833609393,-0.0674270379067427,0.0213434583823615,"15",2011,2011
235,0.136170212765957,0.022420599304382,0.114391143911439,542,0.0136727627096521,-0.0100572755326269,0.0183672532335235,"15",2013,2013
307,0.0977198697068404,0.0169746732496509,0.104333868378812,623,0.0122642387138349,0.00154848456236427,0.0170298373171034,"15",2015,2015
316,0.110759493670886,0.0176825470614348,0.105882352941176,680,0.0118154055290998,NA,NA,"15",2017,2017
364,0.101648351648352,0.0158606156936138,NA,NA,NA,NA,NA,"15",2019,2019
267,0.299625468164794,0.0280875408517206,0.281132075471698,530,0.0195474069845372,-0.0255083535903075,0.0277976563657363,"16",2003,2003
263,0.262357414448669,0.0271780952388313,0.255623721881391,489,0.0197638199649872,-0.0322194665622417,0.027570850662455,"16",2005,2005
226,0.247787610619469,0.0287818546729215,0.223404255319149,470,0.0192235071369137,-0.0025709219858156,0.0269935023326616,"16",2007,2007
244,0.200819672131148,0.0256993644071447,0.220833333333333,480,0.0189500908055987,-0.0161425017768301,0.0265472030417582,"16",2009,2009
236,0.241525423728814,0.0279201668456143,0.204690831556503,469,0.0185916122969445,-0.0676251944908661,0.0239463787639365,"16",2011,2011
233,0.167381974248927,0.0245094324686909,0.137065637065637,518,0.015092415582206,-0.0277408782231933,0.0196169065184658,"16",2013,2013
285,0.112280701754386,0.0187340303605242,0.109324758842444,622,0.0125316404851165,-0.00502012308085432,0.0176697085883896,"16",2015,2015
337,0.106824925816024,0.0168513600765587,0.104304635761589,604,0.0124569895380224,NA,NA,"16",2017,2017
267,0.101123595505618,0.0184856796777668,NA,NA,NA,NA,NA,"16",2019,2019
1951,0.578677601230138,0.0111817120624951,0.563325991189427,3632,0.00822742136758271,-0.0670975429135652,0.0115987191440358,"17",2003,2003
1681,0.545508625817965,0.0121481177499546,0.496228448275862,3712,0.00817556257528899,-0.0673462073185599,0.0115435647297307,"17",2005,2005
2031,0.455440669620876,0.0110532625876084,0.428882240957302,3677,0.00814948239135576,-0.0502771019955822,0.0113167835006172,"17",2007,2007
1646,0.396111786148238,0.0120588032145898,0.37860513896172,3814,0.0078521032566328,-0.0536728896392268,0.0109773526890738,"17",2009,2009
2168,0.365313653136531,0.0103438704870905,0.324932249322493,3690,0.00767116330861833,-0.070768995159239,0.0105162817517611,"17",2011,2011
1522,0.267411300919842,0.0113489420610091,0.254163254163254,3663,0.00719343001459882,-0.0132586327276593,0.00983446463620628,"17",2013,2013
2141,0.244745446053246,0.00929388083003638,0.240904621435595,4068,0.00670606138548259,-0.00323768221509885,0.00971491387960069,"17",2015,2015
1927,0.236637259989621,0.00968453786788772,0.237666939220496,3669,0.00702910324168008,NA,NA,"17",2017,2017
1742,0.238805970149254,0.0102181174696696,NA,NA,NA,NA,NA,"17",2019,2019
2012,0.589463220675944,0.0109697910797476,0.562354988399072,3448,0.00843332043940428,-0.0557820749169564,0.0121452792305943,"18",2003,2003
1436,0.524373259052925,0.0131834006135511,0.506572913482116,3271,0.00873996075251096,-0.0462224531316552,0.0122410249515474,"18",2005,2005
1835,0.492643051771117,0.0116740976433587,0.46035046035046,3367,0.0085706346269675,-0.0539008102135574,0.0121174920633099,"18",2007,2007
1532,0.421671018276762,0.0126207963589064,0.406449650136903,3287,0.00856608638734194,-0.0474430484393236,0.0120546165868619,"18",2009,2009
1755,0.393162393162393,0.0116629236866119,0.359006601697579,3181,0.00848150606088573,-0.0663948064934316,0.0117850855633929,"18",2011,2011
1426,0.316970546984572,0.0123259879310505,0.292611795204148,3086,0.00818243830869811,-0.0377333803137245,0.0111317914046171,"18",2013,2013
1660,0.271686746987952,0.0109211944652015,0.254878414890423,3331,0.00754748191122429,-0.00521670988365741,0.0109691664174456,"18",2015,2015
1671,0.238180730101735,0.0104236795688689,0.249661705006766,2956,0.00795978195011385,NA,NA,"18",2017,2017
1285,0.264591439688716,0.0123103307973301,NA,NA,NA,NA,NA,"18",2019,2019
1388,0.715417867435158,0.0121156153117923,0.717697729052467,2554,0.00891006612129166,-0.00989303854881418,0.012606154464816,"19",2003,2003
1166,0.72041166380789,0.0131488245352482,0.707804690503652,2601,0.00891772684628831,-0.0374957229075711,0.0127486396271969,"19",2005,2005
1435,0.697560975609756,0.0121292913128438,0.670308967596081,2654,0.00911054116060745,-0.0327709736751087,0.0130715788356875,"19",2007,2007
1219,0.638228055783429,0.0137683451167214,0.637537993920973,2632,0.00937359125514186,-0.0465375921531945,0.0135625617385017,"19",2009,2009
1413,0.636942675159236,0.0127973611756352,0.591000401767778,2489,0.00980198285512675,-0.0938786912414624,0.0140921471105198,"19",2011,2011
1076,0.530669144981413,0.0152211420757249,0.497121710526316,2432,0.0101247094917501,-0.0436465870929698,0.0140210882541402,"19",2013,2013
1356,0.470501474926254,0.0135594859163693,0.453475123433346,2633,0.00969954501706412,-0.0122986528451107,0.014283758533794,"19",2015,2015
1277,0.435395458104933,0.013879978509423,0.441176470588235,2244,0.0104854463097037,NA,NA,"19",2017,2017
967,0.448810754912099,0.0160027062018893,NA,NA,NA,NA,NA,"19",2019,2019
475,0.309473684210526,0.021233070843635,0.272066458982347,963,0.0143061788045022,-0.0225995080228586,0.0201117348419263,"20",2003,2003
488,0.235655737704918,0.0192317601253455,0.249466950959488,938,0.0141355978425238,-0.0101892985892851,0.0201242252614559,"20",2005,2005
450,0.264444444444444,0.0208138199466757,0.239277652370203,886,0.0143237326143801,-0.0175247484631282,0.019690781694968,"20",2007,2007
436,0.213302752293578,0.0196407205522223,0.221752903907075,947,0.0135113865961504,-0.0255705073005002,0.0186757832030798,"20",2009,2009
511,0.228962818003914,0.0186052304460922,0.196182396606575,943,0.0128929170670492,-0.0653976883570778,0.0167415510824267,"20",2011,2011
432,0.157407407407407,0.0175421478193977,0.130784708249497,994,0.0106795234981574,-0.0191052538590452,0.0140986076861434,"20",2013,2013
562,0.110320284697509,0.0132270532125506,0.111679454390452,1173,0.00920426621410345,-0.00725171838376847,0.0127638875159012,"20",2015,2015
611,0.112929623567921,0.0128149837817215,0.104427736006683,1197,0.00884298071797577,NA,NA,"20",2017,2017
586,0.0955631399317406,0.0121550401925402,NA,NA,NA,NA,NA,"20",2019,2019
4402,0.553384825079509,0.00749384448527985,0.530540131246845,7924,0.00559978748335875,-0.0586546527841161,0.00796292172958754,"50",2003,2003
3522,0.50198750709824,0.00842623487681437,0.471885478462729,7754,0.00566131633215774,-0.0565877371896283,0.00794167253460735,"50",2005,2005
4232,0.446833648393195,0.00764327172798588,0.415297741273101,7792,0.00556952960618585,-0.0531049246379399,0.00775336613280039,"50",2007,2007
3560,0.377808988764045,0.00812707028152294,0.362192816635161,7935,0.0053939805668055,-0.0493364143541861,0.00753230697843487,"50",2009,2009
4375,0.349485714285714,0.00720947672126091,0.312856402280975,7716,0.0052574349318183,-0.0664776994230861,0.00720018281359149,"50",2011,2011
3341,0.264890751272074,0.00763547584411378,0.246378702857888,7663,0.0049195538910388,-0.0236315669183586,0.00668160582288867,"50",2013,2013
4322,0.232068486811661,0.00642210197011527,0.22274713593953,8467,0.0045212659605054,-0.00468921430409552,0.00654125208946646,"50",2015,2015
4145,0.213027744270205,0.00636045115613609,0.218057921635434,7631,0.00472716966189331,NA,NA,"50",2017,2017
3486,0.22403901319564,0.00706285642082744,NA,NA,NA,NA,NA,"50",2019,2019
