meting	n	prev	prev_se
2003.0	1180	0.29915254237288136	0.013335251095056767
2005.0	936	0.23931623931623933	0.01395347413913924
2007.0	911	0.15806805708013172	0.01209316155914791
2009.0	930	0.1064516129032258	0.010118760194434553
2011.0	1040	0.07403846153846154	0.00812301757863123
2013.0	909	0.030803080308030802	0.005734032661521965
2015.0	1168	0.045376712328767124	0.006092521882207332
2017.0	1240	0.036290322580645164	0.005312915041386966
2019.0	1105	0.05520361990950226	0.006873348303462811
