meting	n	prev	prev_se
2003.0	1999	0.44772386193096547	0.011124628535566838
2005.0	1573	0.3954227590591227	0.012331913146617648
2007.0	1773	0.34348561759729274	0.011280920589973117
2009.0	1793	0.29726715002788623	0.010796912575967908
2011.0	1723	0.24260011607661056	0.01032979126348492
2013.0	1591	0.17473287240729102	0.009523268284040097
2015.0	1919	0.1641479937467431	0.008457815024112145
2017.0	1617	0.13048855905998763	0.008379212218933419
2019.0	1350	0.15333333333333332	0.009809989546455856
