meting	n	prev	prev_se
2003.0	2718	0.35467255334805003	0.009178232182075377
2005.0	2058	0.2949465500485909	0.010054617077788456
2007.0	2365	0.20887949260042282	0.008360754803526554
2009.0	2123	0.14272256241168157	0.0075933658414583695
2011.0	2507	0.12564818508177103	0.006621108191995879
2013.0	2045	0.06259168704156479	0.005357748004203243
2015.0	2551	0.0631125049000392	0.004815388593253098
2017.0	2548	0.0565149136577708	0.004575458088806906
2019.0	2170	0.06820276497695853	0.005412923925645917
